id,English,Chinese (Traditional),Chinese (Simplified),Vietnamese
A_Gem,Gem,寶石,宝石,ジェム,보석,Gema,Juwel,Joia,Gemme,Самоцвет,Klejnot,جواهر,الأحجار الكريمة,อัญมณี,Đá
season/troop/gold_0_desc,"In Little Commander season, upgrade mercenaries of all types and lead them to complete the game on Badass difficulty.",在“小小指揮官”賽季模式下，帶領所有升級角色通過炸天。,在“小小指挥官”赛季模式下，带领过所有升级角色通过炸天。,小さな司令官シーズンであらゆるタイプの傭兵をアップグレードし、難易度インフェルノでゲームクリアまで導く。,"작은 사령관 시즌에, 모든 유형의 용병을 업그레이드하고 지휘해 화끈 난이도 게임을 완료하세요.","En la temporada de Pequeño Comandante, mejora mercenarios de todos los tipos y lidéralos para completar la partida en dificultad Badass.",Verbessere Söldner aller Arten und schließe mit ihnen das Spiel in der Saison „Kleiner Kommandant“ auf der harten Schwierigkeitsstufe ab.,"Na temporada do Pequeno Comandante, aprimore mercenários de todos os tipos e lidere-os para completar o jogo na dificuldade Apelativo.","En saison Petit commandant, améliorez des mercenaires de tous types et guidez-les pour terminer le jeu en mode Balèze.",Улучши наемников всех типов и пройди игру на убойной сложности в сезоне «Маленький командир».,Podczas sezonu Mały Dowódca ulepsz najemników wszystkich rodzajów i poprowadź ich do ukończenia gry na poziomie trudności twardziel.,در فصل فرمانده کوچک، برای تکمیل بازی در سطح دشواری خفن، مزدوران از هر نوعی را ارتقا دهید و آنها رهبری کنید.,في موسم القائد الصغير، يُمكنك ترقية المرتزقة من جميع الأنواع، وتولَّ قيادتهم لتُنجز المباراة في وضع بدس الصعب.,ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย อัป เกรด ทหาร รับจ้าง ทุก ประเภท และ นำ ทหาร รับจ้าง ไป เล่น เกม จน จบ ใน ความ ยาก ระดับ หฤโหด,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, từng dẫn tất cả nhân vật tăng cấp vượt ải Lợi Hại."
season/troop/gold_0_name,Esteemed Leader,王牌指揮官,王牌指挥官,尊敬されるリーダー,존경받는 리더,Líder querido,Geehrter Anführer,Estimado Líder,Chef respecté,Почитаемый лидер,Szacowny przywódca,رهبر محترم,القائد المُبجل,ผู้นำ ที่ ภาค ภูมิ,Chỉ Huy Chủ Lực
season/troop/gold_1_desc,"In Little Commander season, complete one game in which you only hire mercenaries of the same type.",在“小小指揮官”賽季模式下，單局遊戲中只招募同一類型的角色並通關,在“小小指挥官”赛季模式下，单局游戏中只招募同一类型的角色并通关,小さな司令官シーズンで、同じタイプの傭兵のみを雇ってゲームを1回クリアする。,작은 사령관 시즌에 같은 유형의 용병만 고용해 한 게임을 완료하세요.,"En la temporada de Pequeño Comandante, completa una partida en la que solo contrates a mercenarios del mismo tipo.","Schließe in der Saison „Kleiner Kommandant“ ein Spiel ab, in dem du nur Söldner derselben Art anheuerst.","Na temporada do Pequeno Comandante, complete um jogo em que você contrata apenas mercenários do mesmo tipo.","En saison Petit commandant, terminer une partie dans laquelle vous n'aurez recruté que des mercenaires du même type.","Пройди одну игру, используя только наемников одного типа в сезоне «Маленький командир».","Podczas sezonu Mały Dowódca ukończ jedną grę, w której zwerbujesz wyłącznie najemników tego samego rodzaju.",در فصل فرمانده کوچک، یک بازی را تکمیل کنید که در آن فقط مزدوران هم نوع را استخدام می​کنید.,في موسم القائد الصغير، أكمل مباراة واحدة تقوم فيها باستئجار مرتزقة من النوع ذاته فقط.,ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย เล่น จบ หนึ่ง เกม โดย คุณ จ้าง เฉพาะ ทหาร รับจ้าง ประเภท เดียวกัน เท่านั้น,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, trong 1 trận chỉ chiêu mộ 1 loại nhân vật và vượt ải"
season/troop/gold_1_name,Full House,清一色,清一色,フルハウス,풀하우스,Full House,Alle aus einem Ei,Casa Cheia,Full,Фулл-хаус,Komplet,خانه کامل,منزل كامل,ฟูล เฮา ส์,Cùng Loại
season/troop/silver_0_desc,Upgrade all characters in Little Commander season.,在“小小指揮官”賽季模式下，升級過所有角色。,在“小小指挥官”赛季模式下，升级过所有角色。,小さな司令官シーズンで、キャラクターを全てアップグレードする。,작은 사령관 시즌의 모든 캐릭터 업그레이드.,Mejora a todos los personajes de la temporada de Pequeño Comandante.,Verbessere alle Charaktere in der Saison „Kleiner Kommandant“.,Aprimore todos os personagens na temporada do Pequeno Comandante.,Améliorer tous les personnages dans la saison Petit commandant.,Улучши всех персонажей в сезоне «Маленький командир».,Ulepsz wszystkie postacie podczas sezonu Mały Dowódca.,همه شخصیت​ها را در فصل «فرمانده کوچک» ارتقا دهید.,يُمكنك ترقية جميع الشخصيات في موسم القائد الصغير.,อัป เกรด ตัว ละคร ทุก ตัว ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, từng tăng cấp tất cả nhân vật."
season/troop/silver_0_name,Elite Unit,全副武裝,全副武装,エリート部隊,정예 부대,Unidad de élite,Eliteeinheit,Unidade de Elite,Unité d'élite,Элитный отряд,Jednostka elitarna,واحد نخبگان,وحدة النخبة,หน่วย ชั้น สูง,Vũ Trang Đầy Đủ
season/troop/silver_1_desc,"In Little Commander season, lead mercenaries of all types to complete the game.",在“小小指揮官”賽季模式下，所有角色通關過。,在“小小指挥官”赛季模式下，所有角色通关过。,小さな司令官シーズンであらゆるタイプの傭兵をゲームクリアまで導く。,작은 사령관 시즌에 모든 유형의 용병을 이끌고 게임을 완료하세요.,"En la temporada de Pequeño Comandante, lidera a mercenarios de todos los tipos para completar la partida.","Führe in der Saison „Kleiner Kommandant“ Söldner aller Arten an, um das Spiel abzuschließen.","Na temporada do Pequeno Comandante, lidere mercenários de todos os tipos para completar o jogo.","En saison Petit commandant, menez des mercenaires d'un même type à la victoire.",Пройди игру с наемниками всех типов в сезоне «Маленький командир».,Podczas sezonu Mały Dowódca poprowadź najemników wszystkich rodzajów do ukończenia gry.,در فصل فرمانده کوچک، برای تکمیل بازی تمام انواع مزدوران را رهبری کنید.,في موسم القائد الصغير، تولَّ قيادة المرتزقة من جميع الأنواع وأنجز المباراة.,ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย นำ ทหาร รับจ้าง ทุก ประเภท ไป เล่น เกม จน จบ,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, tất cả nhân vật đều từng vượt ải."
season/troop/silver_1_name,Incredible General,常勝將軍,常胜将军,凄まじい将軍,훌륭한 장군,General increíble,Unglaublicher General,General Incrível,Incroyable général,Невероятный генерал,Niesamowity generał,ژنرال شگفت​انگیز,الجنرال المُذهل,นาย พล ยอด เยี่ยม,Thường Thắng Tướng Quân
season/troop/silver_2_desc,"In Little Commander season, give any mercenary 10 or more drinks in one game.",在“小小指揮官”賽季模式下，給某個角色喝10杯以上的飲料,在“小小指挥官”赛季模式下，给某个角色喝10杯以上的饮料,小さな司令官シーズンで、1回のゲームで傭兵に10杯以上の飲み物を与える。,"작은 사령관 시즌에, 한 게임 중 아무 용병에게나 음료를 10잔 또는 그 이상 주세요.","En la temporada de Pequeño Comandante, dale 10 o más bebidas a un mercenario en una partida.",Gib in der Saison „Kleiner Kommandant“ einem Söldner 10 oder mehr Drinks aus.,"Na temporada do Pequeno Comandante, dê 10 ou mais bebidas a qualquer mercenário num único jogo.","En saison Petit commandant, offrir au moins 10 verres en une partie à un mercenaire.",Дай любому наемнику 10 напитков или более за одну игру в сезоне «Маленький командир».,Podczas sezonu Mały Dowódca daj dowolnemu najemnikowi co najmniej 10 napojów.,در فصل فرمانده کوچک، در یک بازی به هر مزدور 10 نوشیدنی یا بیشتر بدهید.,في موسم القائد الصغير، أعطِ أي مرتزق 10 مشروبات أو أكثر في مباراة واحدة.,ใน ฤดูกาล ผู้ บัญชาการ ตัว น้อย ให้ เครื่อง ดื่ม แก่ ทหาร รับจ้าง 10 ครั้ง ขึ้น ไป ใน หนึ่ง เกม,"Trong chế độ Mùa Giải “Chỉ Huy Nhỏ”, cho 1 nhân vật nào đó uống 10 ly thức uống trở lên"
season/troop/silver_2_name,Cheers,乾杯,干杯,乾杯,건배,¡Salud!,Prost,Saúde,Tchin !,Твое здоровье!,Na zdrowie,به سلامتی,نخبك,ไชโย,Cạn ly
season/trophy,Trophies,賽季獎盃,赛季奖杯,トロフィー,트로피,Trofeos,Trophäen,Troféus,Trophées,Трофеи,Trofea,جام​های قهرمانی,الجوائز,ถ้วย รางวัล,Cúp Thưởng Mùa Giải
seasonARAM/achieve_character_pass,Journey to Rosemary Island,迷迭島旅程,迷迭岛旅程,ローズマリー島への旅,로즈메리 섬 여행,Viaje a la Isla Romero,Reise zur Rosmarininsel,Jornada à Ilha do Alecrim,Voyage sur l'île du romarin,Путешествие на остров Розмарин,Podróż na Wyspę Rozmarynu,سفر به جزیره رزماری,رحلة إلى جزيرة روزماري,ตะลุย เกาะ โรส แมรี่,Hành Trình Đảo Thất Lạc
seasonARAM/achieve_die_win,Lucky Day,躺贏,躺赢,今日はツイてる,행운의 날,Día de la suerte,Glückstag,Dia de Sorte,Jour de chance,Удачный день,Szczęśliwy dzień,روز بخت و اقبال,يوم الحظ,วัน โชค ดี,Nằm Chờ Thắng
seasonARAM/achieve_die_win_desc,Make it to the next level while you are defeated.,以被擊敗的狀態通過一個關卡,以被击败的状态通过一个关卡,倒されている間に次のレベルに進む。,쓰러진 상태에서 다음 레벨로 이동합니다.,"Alcanza el siguiente nivel, a pesar de que te derroten.","Erreiche das nächste Level, während du besiegt wirst.",Passe para o próximo nível quando for derrotado.,Atteindre le niveau suivant après s'être fait vaincre.,"Доберись до следующего уровня, несмотря на поражение.",Przejdź na kolejny poziom mimo przegranej.,علیرغم شکست به مرحله بعدی بروید.,انتقل إلى المستوى التالي أثناء هزيمتك.,ไป ยัง เลเวล ถัด ไป แม้ คุณ จะ ถูก สังหาร,Vượt 1 ải với trạng thái bị đánh bại.
